user_id,number_of_clicks_before,ordered_before,personal_interests
111457,5,TRUE,"['nail', 'tools', 'fragrance']"
108456,2,TRUE,"['fragrance', 'body', 'hair', 'skincare', 'foot']"
101764,5,TRUE,"['makeup', 'fragrance', 'hand', 'men_fragrance', 'men_skincare', 'hair', 'nail']"
103298,2,TRUE,"['fragrance', 'men_fragrance', 'body', 'makeup', 'men_skincare', 'tools', 'foot', 'nail', 'hand']"
105744,0,FALSE,"['tools', 'fragrance', 'men_fragrance', 'skincare', 'foot', 'body', 'hair']"
102436,6+,TRUE,"['men_fragrance', 'hair', 'hand', 'makeup', 'tools', 'foot']"
100854,5,TRUE,['foot']
102708,5,FALSE,"['hair', 'foot', 'makeup', 'fragrance', 'men_fragrance', 'skincare', 'nail', 'men_skincare']"
103397,6+,TRUE,"['skincare', 'nail', 'fragrance', 'body']"
107274,4,TRUE,"['body', 'hair']"
104912,,FALSE,"['nail', 'hair', 'men_fragrance', 'body', 'foot', 'hand', 'skincare', 'makeup']"
108312,1,FALSE,"['skincare', 'men_skincare', 'makeup', 'tools', 'men_fragrance', 'fragrance']"
101255,0,TRUE,"['skincare', 'men_fragrance', 'men_skincare', 'fragrance', 'makeup', 'hair', 'body', 'hand', 'foot', 'tools']"
107452,1,FALSE,[]
108882,6+,TRUE,"['hair', 'men_skincare', 'fragrance', 'hand', 'makeup', 'body', 'foot', 'skincare']"
108857,,TRUE,['hair']
102696,2,TRUE,"['skincare', 'hair', 'makeup', 'nail']"
110005,1,TRUE,"['men_fragrance', 'tools', 'body', 'nail', 'hair']"
106880,6+,FALSE,"['skincare', 'nail', 'men_fragrance', 'body', 'makeup', 'fragrance', 'tools', 'hair', 'foot', 'hand']"
109767,5,TRUE,"['foot', 'makeup', 'men_skincare', 'hand', 'tools', 'fragrance']"
105762,1,FALSE,[]
100880,1,TRUE,"['skincare', 'nail']"
108678,6+,TRUE,"['tools', 'men_skincare', 'body', 'hair', 'makeup', 'hand', 'nail', 'fragrance', 'men_fragrance', 'skincare']"
103558,2,FALSE,"['fragrance', 'body', 'men_skincare']"
108689,5,TRUE,"['tools', 'body']"
100069,5,TRUE,"['skincare', 'makeup', 'fragrance', 'tools', 'nail', 'men_fragrance', 'men_skincare']"
102644,,TRUE,"['body', 'fragrance', 'nail', 'skincare', 'tools', 'men_fragrance', 'makeup', 'hair', 'men_skincare']"
104222,,TRUE,"['nail', 'foot']"
110952,6+,FALSE,"['skincare', 'fragrance', 'tools', 'men_skincare']"
109260,6+,TRUE,[]
110838,5,FALSE,"['hand', 'makeup', 'hair', 'fragrance', 'tools', 'foot', 'men_skincare', 'body', 'nail', 'men_fragrance']"
109914,2,FALSE,"['hand', 'tools', 'foot', 'body', 'men_skincare', 'men_fragrance', 'skincare', 'fragrance', 'makeup', 'hair']"
108423,2,TRUE,[]
109614,2,TRUE,"['men_fragrance', 'nail', 'makeup']"
107067,4,TRUE,"['hair', 'nail', 'foot', 'tools', 'men_skincare', 'fragrance', 'skincare', 'makeup']"
111536,1,TRUE,"['nail', 'tools', 'foot', 'makeup', 'hair']"
101238,6+,TRUE,[]
106275,2,TRUE,"['skincare', 'foot']"
106718,4,FALSE,['skincare']
110044,1,TRUE,"['men_fragrance', 'hair']"
104414,0,TRUE,"['nail', 'foot', 'makeup', 'skincare', 'men_skincare', 'tools', 'men_fragrance', 'fragrance']"
100436,,TRUE,"['men_fragrance', 'nail']"
111763,5,TRUE,"['hair', 'nail', 'body']"
108698,2,FALSE,"['body', 'tools', 'skincare', 'hair']"
100599,2,FALSE,"['men_skincare', 'hair', 'body', 'men_fragrance', 'fragrance', 'skincare', 'hand']"
100382,1,TRUE,"['men_fragrance', 'nail', 'hand', 'tools', 'skincare', 'body']"
103877,1,TRUE,"['hand', 'men_fragrance', 'nail', 'foot', 'tools', 'fragrance']"
110539,2,TRUE,"['men_fragrance', 'foot', 'fragrance', 'tools', 'makeup', 'body', 'men_skincare', 'hand']"
104033,1,FALSE,"['fragrance', 'skincare', 'body', 'nail', 'foot', 'men_fragrance', 'tools', 'hand', 'hair', 'men_skincare']"
107343,1,FALSE,"['skincare', 'foot', 'men_skincare', 'men_fragrance', 'hand', 'nail', 'body', 'hair', 'fragrance']"
107898,6+,TRUE,"['nail', 'hand', 'hair']"
105343,6+,TRUE,"['men_fragrance', 'tools', 'fragrance', 'skincare', 'nail', 'foot']"
105529,5,TRUE,[]
105777,0,FALSE,"['hair', 'nail', 'makeup', 'hand', 'tools']"
103328,5,TRUE,"['tools', 'skincare', 'foot', 'men_skincare', 'makeup', 'hand']"
101825,1,FALSE,"['foot', 'skincare', 'body', 'makeup', 'fragrance', 'men_fragrance', 'tools']"
108163,2,TRUE,"['men_skincare', 'makeup', 'men_fragrance', 'nail']"
102327,4,TRUE,"['makeup', 'men_fragrance', 'tools', 'hand']"
107410,1,TRUE,"['hair', 'men_fragrance', 'nail', 'body', 'hand', 'fragrance']"
104644,5,TRUE,"['men_fragrance', 'nail', 'hand', 'tools']"
106627,5,TRUE,"['hand', 'nail', 'skincare', 'makeup', 'fragrance']"
107057,0,TRUE,"['body', 'fragrance', 'hair', 'men_fragrance', 'hand', 'nail', 'foot']"
107914,2,TRUE,"['hand', 'body', 'tools', 'men_skincare', 'nail', 'fragrance', 'men_fragrance', 'makeup']"
110805,0,TRUE,"['men_fragrance', 'nail', 'foot', 'tools', 'skincare', 'hand', 'body', 'fragrance', 'hair', 'men_skincare']"
110277,2,FALSE,"['nail', 'men_fragrance']"
107474,1,FALSE,"['hair', 'skincare', 'tools', 'nail', 'makeup', 'hand', 'body', 'men_skincare', 'men_fragrance']"
109934,2,TRUE,"['hand', 'fragrance', 'men_skincare']"
105749,2,TRUE,"['men_skincare', 'makeup', 'body', 'foot', 'nail', 'fragrance', 'tools', 'hair']"
101777,6+,TRUE,"['fragrance', 'foot', 'men_skincare', 'body', 'tools', 'hand', 'men_fragrance', 'skincare', 'hair']"
108821,,TRUE,"['skincare', 'body', 'makeup', 'tools', 'hand', 'hair', 'men_fragrance', 'nail', 'fragrance', 'men_skincare']"
107153,4,FALSE,"['foot', 'hair']"
103439,4,FALSE,['body']
102712,1,TRUE,"['men_fragrance', 'hand', 'foot', 'makeup', 'body', 'fragrance', 'skincare', 'tools', 'men_skincare', 'nail']"
107291,5,TRUE,['fragrance']
105903,1,TRUE,"['hand', 'hair']"
103350,0,TRUE,"['hair', 'men_fragrance', 'body', 'tools', 'nail', 'men_skincare']"
110953,2,TRUE,"['fragrance', 'hand', 'men_fragrance', 'nail', 'body', 'skincare', 'men_skincare', 'foot']"
109008,0,FALSE,"['hair', 'men_skincare', 'fragrance', 'foot', 'skincare', 'body', 'hand', 'tools', 'nail']"
106070,5,TRUE,['tools']
107438,5,TRUE,"['hair', 'hand', 'tools', 'men_fragrance', 'skincare', 'makeup', 'nail']"
109802,6+,TRUE,"['men_skincare', 'hair', 'tools', 'skincare', 'body']"
102727,0,TRUE,['makeup']
107140,0,FALSE,"['hair', 'foot', 'makeup', 'men_skincare', 'tools', 'men_fragrance', 'body', 'fragrance']"
106260,2,TRUE,"['skincare', 'men_fragrance', 'makeup', 'hair']"
107875,0,TRUE,"['men_skincare', 'body']"
109677,0,TRUE,"['foot', 'hair', 'nail', 'men_fragrance', 'skincare']"
108389,0,TRUE,"['fragrance', 'men_fragrance', 'hand', 'makeup', 'tools', 'body', 'foot']"
109111,1,FALSE,"['men_skincare', 'skincare', 'men_fragrance']"
110112,0,TRUE,"['men_skincare', 'tools', 'hair']"
107527,2,FALSE,"['nail', 'hair', 'makeup', 'men_fragrance']"
104066,5,TRUE,"['nail', 'hand', 'body', 'hair', 'men_fragrance', 'fragrance', 'makeup', 'foot', 'skincare', 'tools']"
107495,4,TRUE,"['skincare', 'nail', 'foot', 'hand', 'hair', 'tools']"
107958,0,FALSE,['foot']
108671,1,TRUE,"['hand', 'skincare', 'tools', 'nail', 'fragrance']"
109663,2,TRUE,"['fragrance', 'foot', 'tools', 'men_skincare', 'makeup']"
100551,4,FALSE,"['nail', 'hand', 'men_skincare', 'fragrance', 'hair']"
102155,1,FALSE,['tools']
101761,0,TRUE,['nail']
101254,1,FALSE,[]
103379,1,FALSE,['foot']
111364,6+,TRUE,"['hand', 'tools', 'nail', 'hair', 'makeup', 'fragrance', 'foot', 'skincare', 'men_fragrance', 'body']"
108830,1,TRUE,"['makeup', 'hand', 'fragrance', 'men_skincare', 'tools', 'hair', 'nail', 'skincare', 'foot']"
100734,6+,FALSE,['tools']
108539,2,TRUE,"['foot', 'hair', 'hand', 'nail', 'fragrance']"
110946,0,TRUE,"['skincare', 'fragrance', 'men_skincare', 'men_fragrance', 'hair', 'tools', 'makeup', 'body']"
107144,1,FALSE,"['nail', 'men_fragrance', 'makeup', 'hand', 'foot']"
107383,2,TRUE,"['body', 'men_skincare', 'foot', 'skincare', 'makeup', 'fragrance']"
103153,0,TRUE,"['men_fragrance', 'nail', 'fragrance', 'makeup', 'men_skincare', 'body']"
106265,5,TRUE,"['nail', 'makeup', 'foot']"
106632,2,TRUE,[]
102932,1,TRUE,"['hair', 'nail']"
108241,2,TRUE,"['nail', 'hand', 'tools', 'foot', 'skincare', 'hair', 'men_fragrance', 'body']"
110140,0,FALSE,['body']
109830,2,FALSE,"['hand', 'body']"
111927,2,TRUE,"['nail', 'hair', 'hand', 'foot', 'makeup', 'body', 'fragrance', 'men_skincare', 'men_fragrance']"
103446,1,TRUE,"['fragrance', 'hair']"
110993,4,TRUE,"['body', 'skincare', 'makeup', 'foot', 'men_fragrance']"
111608,6+,FALSE,"['tools', 'men_skincare']"
109773,4,TRUE,"['men_skincare', 'tools', 'fragrance', 'men_fragrance', 'foot', 'hand']"
104555,0,FALSE,"['skincare', 'fragrance', 'body', 'hair', 'tools', 'makeup', 'hand', 'foot', 'nail']"
102461,0,FALSE,"['body', 'hand', 'hair', 'nail', 'men_skincare', 'skincare', 'makeup']"
104377,1,FALSE,"['hair', 'makeup', 'men_skincare', 'tools', 'foot', 'fragrance', 'skincare', 'nail', 'hand']"
107426,,FALSE,"['hand', 'foot', 'fragrance', 'nail', 'body']"
103812,0,FALSE,"['foot', 'hand', 'skincare', 'hair', 'tools', 'nail', 'makeup', 'fragrance', 'body']"
111663,,FALSE,"['hair', 'men_skincare', 'body', 'fragrance', 'men_fragrance', 'makeup']"
107866,1,TRUE,"['makeup', 'fragrance', 'nail', 'skincare']"
107479,0,TRUE,"['foot', 'hair', 'fragrance', 'nail', 'tools', 'body', 'makeup']"
101958,6+,FALSE,"['fragrance', 'foot', 'makeup']"
104550,6+,TRUE,[]
103566,1,TRUE,"['skincare', 'fragrance', 'tools', 'nail', 'body', 'foot', 'hair']"
101706,1,TRUE,"['tools', 'fragrance']"
101791,2,TRUE,"['hand', 'body', 'nail', 'makeup', 'tools', 'foot']"
100994,2,TRUE,"['makeup', 'hand', 'nail', 'foot', 'men_fragrance', 'hair', 'body', 'skincare']"
101487,5,TRUE,"['men_fragrance', 'makeup', 'skincare', 'foot']"
111532,2,FALSE,"['nail', 'hand', 'men_fragrance', 'makeup', 'fragrance', 'tools', 'hair', 'foot']"
102248,6+,TRUE,"['men_fragrance', 'men_skincare', 'nail', 'makeup', 'tools', 'foot', 'hair', 'body', 'hand']"
110551,2,TRUE,"['foot', 'men_skincare', 'fragrance', 'makeup', 'hair', 'nail', 'tools', 'body', 'men_fragrance']"
100824,0,FALSE,"['skincare', 'foot', 'men_skincare']"
109028,2,TRUE,"['fragrance', 'body', 'nail', 'makeup', 'hand']"
108544,,TRUE,"['hand', 'makeup', 'skincare', 'body', 'nail', 'tools', 'men_fragrance', 'men_skincare']"
105068,2,TRUE,"['hair', 'tools', 'men_skincare', 'foot', 'fragrance', 'body', 'hand', 'skincare']"
101633,2,TRUE,[]
107293,4,FALSE,"['hand', 'skincare']"
100150,5,TRUE,"['hair', 'makeup', 'men_skincare', 'body', 'tools', 'skincare', 'hand']"
102711,5,TRUE,"['nail', 'skincare', 'hair', 'fragrance']"
101230,5,TRUE,[]
103653,2,TRUE,"['fragrance', 'men_fragrance', 'foot']"
109162,2,FALSE,"['skincare', 'foot']"
109599,6+,FALSE,"['skincare', 'fragrance', 'makeup', 'men_fragrance', 'tools', 'nail', 'hand', 'foot', 'men_skincare', 'body']"
111004,6+,TRUE,"['fragrance', 'foot']"
111435,,FALSE,"['nail', 'men_skincare', 'hair']"
111164,2,FALSE,[]
109044,5,TRUE,"['men_skincare', 'men_fragrance', 'fragrance', 'makeup', 'nail', 'hair', 'foot']"
100940,0,FALSE,"['men_skincare', 'hand', 'makeup', 'men_fragrance', 'nail', 'hair']"
107188,5,TRUE,[]
102608,,TRUE,[]
104109,6+,TRUE,"['hair', 'fragrance', 'skincare', 'makeup', 'men_fragrance', 'foot', 'body', 'hand', 'nail']"
105806,0,FALSE,"['skincare', 'tools', 'makeup']"
103788,1,FALSE,"['foot', 'hand', 'hair', 'nail', 'tools', 'men_fragrance']"
107683,1,TRUE,"['fragrance', 'nail', 'hair', 'skincare', 'tools']"
110314,6+,FALSE,[]
109387,5,TRUE,[]
100548,0,FALSE,"['hair', 'hand', 'tools', 'skincare', 'nail', 'makeup']"
102298,2,FALSE,"['foot', 'men_skincare', 'fragrance', 'hair']"
109286,0,TRUE,['men_fragrance']
100254,2,TRUE,"['foot', 'hand', 'nail', 'men_fragrance', 'makeup', 'skincare']"
104817,1,TRUE,"['nail', 'men_skincare', 'body', 'tools', 'hand', 'fragrance', 'men_fragrance']"
101933,2,FALSE,"['skincare', 'hair', 'makeup', 'tools', 'fragrance', 'men_fragrance', 'body', 'men_skincare', 'nail', 'foot']"
106564,5,TRUE,"['tools', 'foot']"
109241,0,TRUE,"['tools', 'men_fragrance', 'makeup', 'fragrance', 'foot', 'body', 'hair', 'men_skincare']"
106585,1,TRUE,"['foot', 'hand', 'makeup', 'fragrance', 'body', 'nail']"
104599,1,TRUE,"['makeup', 'body', 'men_fragrance', 'hair', 'foot', 'skincare', 'hand', 'tools', 'fragrance']"
108522,,FALSE,"['makeup', 'hand', 'foot', 'skincare']"
100702,1,TRUE,[]
104633,0,TRUE,"['skincare', 'tools', 'body', 'men_skincare', 'fragrance', 'hand', 'nail', 'foot', 'makeup']"
108055,1,TRUE,"['nail', 'skincare']"
104609,0,TRUE,"['body', 'men_fragrance', 'hair', 'tools', 'foot', 'fragrance', 'men_skincare', 'nail', 'makeup', 'hand']"
103766,2,TRUE,[]
108169,2,TRUE,['men_skincare']
107331,5,TRUE,"['makeup', 'hand', 'skincare', 'men_fragrance', 'fragrance', 'men_skincare', 'tools', 'body', 'nail', 'hair']"
106913,5,FALSE,"['skincare', 'men_fragrance', 'hair', 'men_skincare']"
103592,1,TRUE,"['men_skincare', 'tools']"
102897,4,TRUE,[]
102493,2,TRUE,"['makeup', 'body']"
108607,6+,TRUE,"['foot', 'tools', 'fragrance', 'men_fragrance', 'skincare', 'body', 'hand', 'hair', 'nail']"
100686,3,FALSE,"['fragrance', 'tools', 'hair', 'foot', 'body']"
101194,2,FALSE,"['fragrance', 'men_skincare', 'hair', 'foot', 'nail', 'tools']"
109048,0,FALSE,"['makeup', 'foot', 'fragrance', 'tools', 'hair', 'body']"
111621,4,TRUE,"['foot', 'nail', 'hair', 'tools', 'body', 'skincare', 'hand', 'men_skincare', 'men_fragrance', 'fragrance']"
108649,2,FALSE,['skincare']
105378,2,TRUE,"['tools', 'fragrance', 'body', 'foot', 'hand', 'nail', 'hair', 'men_skincare', 'makeup', 'men_fragrance']"
110245,2,TRUE,"['hand', 'foot', 'tools', 'body', 'nail', 'hair']"
109066,6+,FALSE,"['men_fragrance', 'nail', 'foot', 'men_skincare', 'hand', 'hair', 'skincare']"
109063,5,TRUE,[]
106788,6+,TRUE,"['skincare', 'foot', 'nail', 'men_skincare', 'hair', 'hand', 'body']"
110228,2,FALSE,"['tools', 'hand', 'nail', 'makeup', 'hair']"
106200,5,FALSE,"['foot', 'fragrance', 'tools', 'nail', 'men_fragrance', 'hair', 'men_skincare', 'skincare', 'body']"
108889,5,TRUE,"['men_skincare', 'hair', 'fragrance', 'body']"
100401,5,TRUE,"['nail', 'men_fragrance', 'foot', 'men_skincare', 'skincare', 'tools', 'makeup']"
103142,5,TRUE,"['nail', 'foot']"
111905,5,FALSE,"['makeup', 'fragrance', 'body', 'nail', 'men_skincare', 'skincare', 'tools', 'hair']"
107054,2,TRUE,"['nail', 'tools', 'fragrance', 'foot', 'hand', 'hair', 'men_fragrance', 'makeup']"
111736,1,TRUE,"['fragrance', 'foot', 'makeup', 'tools', 'men_skincare', 'nail', 'hand', 'body', 'hair']"
111909,2,FALSE,"['foot', 'hair', 'makeup']"
111924,1,TRUE,"['hair', 'makeup', 'hand']"
102734,0,TRUE,"['tools', 'men_fragrance', 'hand']"
103514,4,TRUE,"['tools', 'men_skincare', 'fragrance', 'hair', 'nail']"
103864,0,TRUE,"['makeup', 'men_skincare', 'men_fragrance']"
102875,5,TRUE,"['tools', 'nail', 'fragrance', 'skincare', 'body']"
108835,5,FALSE,"['men_fragrance', 'fragrance']"
106174,1,TRUE,"['hair', 'nail']"
101335,2,TRUE,"['foot', 'hand', 'makeup', 'hair', 'tools']"
110216,0,FALSE,"['men_fragrance', 'skincare', 'foot', 'makeup', 'hand', 'tools', 'nail']"
111644,1,TRUE,"['tools', 'body', 'nail']"
105611,2,TRUE,"['men_skincare', 'tools', 'hair', 'skincare', 'fragrance']"
106112,0,TRUE,"['hand', 'hair', 'foot', 'men_skincare', 'men_fragrance']"
111307,1,TRUE,['makeup']
105087,5,FALSE,"['fragrance', 'men_skincare']"
105329,2,FALSE,"['body', 'makeup', 'men_skincare', 'skincare', 'hair', 'men_fragrance', 'hand', 'tools', 'nail']"
111350,6+,FALSE,"['skincare', 'men_fragrance', 'body', 'makeup']"
107090,6+,TRUE,[]
103033,0,TRUE,['hair']
101156,5,TRUE,"['men_skincare', 'tools', 'men_fragrance', 'hair', 'skincare', 'body', 'foot', 'fragrance', 'nail', 'makeup']"
110023,6+,TRUE,"['nail', 'tools', 'fragrance', 'hand', 'skincare', 'foot', 'men_fragrance', 'hair', 'men_skincare', 'body']"
111479,0,TRUE,[]
104173,5,TRUE,"['hand', 'skincare']"
107434,5,TRUE,"['skincare', 'men_fragrance', 'body', 'tools', 'fragrance', 'nail', 'hand']"
111415,4,FALSE,"['makeup', 'fragrance']"
102046,2,FALSE,"['makeup', 'hand', 'nail', 'skincare', 'foot', 'men_skincare', 'hair', 'body', 'men_fragrance']"
110333,0,TRUE,"['fragrance', 'hair', 'tools', 'men_fragrance', 'men_skincare', 'makeup', 'body', 'hand', 'skincare']"
110667,6+,FALSE,"['body', 'skincare', 'men_skincare', 'makeup', 'hair']"
109829,5,TRUE,"['body', 'men_skincare', 'tools']"
108753,0,TRUE,"['hand', 'men_skincare', 'body', 'tools', 'fragrance', 'makeup']"
101494,0,TRUE,"['foot', 'body', 'hand', 'tools', 'nail', 'fragrance', 'hair']"
109416,,FALSE,"['hair', 'foot', 'men_fragrance', 'nail', 'men_skincare', 'hand', 'body', 'makeup']"
103602,0,FALSE,[]
109417,0,TRUE,"['fragrance', 'skincare', 'body', 'men_fragrance']"
105420,1,TRUE,"['hand', 'hair', 'tools', 'men_skincare']"
107517,2,FALSE,"['fragrance', 'men_fragrance', 'foot', 'hand', 'skincare', 'tools', 'hair', 'men_skincare', 'makeup', 'nail']"
111709,4,TRUE,"['men_fragrance', 'men_skincare', 'body', 'skincare']"
109849,2,FALSE,"['hand', 'tools', 'nail', 'fragrance', 'skincare', 'men_fragrance', 'foot', 'body', 'men_skincare', 'hair']"
102307,2,TRUE,"['nail', 'tools', 'hair', 'body', 'makeup', 'fragrance']"
110801,2,TRUE,"['men_skincare', 'skincare']"
108975,0,FALSE,"['makeup', 'hand', 'tools', 'skincare', 'fragrance', 'hair']"
111003,5,FALSE,"['makeup', 'foot', 'hair', 'men_fragrance', 'fragrance']"
102221,2,TRUE,"['makeup', 'foot']"
104654,,TRUE,"['men_fragrance', 'nail', 'hair', 'men_skincare', 'makeup', 'tools', 'skincare', 'foot']"
110053,1,TRUE,"['fragrance', 'nail', 'hand', 'makeup', 'hair', 'men_skincare', 'foot', 'skincare']"
101807,1,FALSE,"['men_skincare', 'fragrance', 'men_fragrance', 'tools', 'hand', 'hair']"
103345,1,TRUE,"['fragrance', 'nail', 'foot', 'men_fragrance']"
110880,6+,TRUE,"['foot', 'hair']"
107780,1,FALSE,"['men_skincare', 'body', 'skincare', 'fragrance', 'nail']"
102818,0,TRUE,"['skincare', 'men_fragrance', 'men_skincare']"
111317,6+,FALSE,[]
104568,6+,TRUE,"['tools', 'hand', 'men_fragrance', 'hair', 'nail', 'makeup', 'skincare', 'men_skincare', 'fragrance']"
103938,1,FALSE,"['fragrance', 'hand', 'nail', 'men_skincare']"
108081,6+,FALSE,"['skincare', 'nail', 'tools']"
101353,5,FALSE,"['men_skincare', 'men_fragrance', 'fragrance', 'foot', 'hair', 'nail', 'body']"
104330,2,FALSE,['foot']
101366,2,TRUE,"['foot', 'fragrance', 'tools']"
100533,5,TRUE,"['tools', 'foot', 'body', 'men_fragrance']"
106173,1,TRUE,"['nail', 'makeup', 'foot', 'tools']"
109469,0,FALSE,"['fragrance', 'men_fragrance', 'tools', 'makeup']"
106485,2,TRUE,"['men_skincare', 'foot', 'body', 'hand', 'makeup', 'skincare', 'tools', 'nail', 'fragrance', 'hair']"
104275,6+,TRUE,"['men_fragrance', 'hair']"
100323,5,FALSE,"['hand', 'hair', 'body', 'nail', 'skincare', 'fragrance', 'tools', 'makeup']"
100704,1,TRUE,"['hand', 'men_skincare', 'fragrance', 'skincare', 'hair', 'foot', 'makeup', 'body']"
100233,2,TRUE,[]
105039,1,FALSE,"['fragrance', 'hair', 'men_fragrance', 'makeup', 'nail']"
103543,6+,TRUE,"['men_skincare', 'makeup', 'nail', 'skincare', 'men_fragrance', 'hair', 'tools']"
110489,0,TRUE,"['body', 'tools', 'hand', 'hair', 'foot']"
102627,0,FALSE,['fragrance']
110645,1,TRUE,"['hand', 'makeup']"
107569,5,TRUE,"['tools', 'men_fragrance', 'nail', 'skincare', 'hand']"
107801,6+,FALSE,"['nail', 'skincare', 'body', 'fragrance', 'makeup', 'tools', 'hair']"
107208,2,TRUE,"['fragrance', 'hair', 'men_fragrance', 'foot', 'nail']"
110469,0,TRUE,"['foot', 'tools', 'body', 'men_fragrance', 'nail', 'men_skincare', 'makeup', 'skincare']"
111965,2,TRUE,"['foot', 'nail', 'body', 'hair', 'fragrance', 'men_fragrance', 'men_skincare']"
109367,0,TRUE,"['nail', 'fragrance', 'body']"
110166,0,TRUE,"['fragrance', 'men_skincare', 'makeup']"
108955,5,TRUE,[]
106341,4,TRUE,"['body', 'nail', 'men_fragrance', 'foot']"
100950,6+,FALSE,"['fragrance', 'makeup', 'foot', 'nail', 'hand']"
107123,6+,TRUE,"['men_fragrance', 'foot', 'men_skincare', 'fragrance', 'nail', 'skincare', 'body', 'tools', 'hand', 'makeup']"
102257,1,FALSE,"['tools', 'skincare', 'foot', 'men_fragrance', 'hand', 'makeup', 'fragrance']"
102254,1,TRUE,"['body', 'fragrance', 'foot']"
108429,3,TRUE,['skincare']
109038,2,TRUE,"['men_skincare', 'men_fragrance', 'foot', 'makeup']"
111378,2,TRUE,"['foot', 'skincare', 'nail', 'hand', 'men_skincare', 'men_fragrance']"
110819,1,TRUE,"['makeup', 'hand', 'hair', 'men_skincare', 'foot']"
102442,5,FALSE,"['hair', 'makeup', 'foot', 'tools', 'skincare', 'fragrance', 'hand', 'men_skincare']"
101261,2,TRUE,"['men_skincare', 'tools', 'nail', 'skincare', 'men_fragrance', 'fragrance', 'foot', 'hand', 'makeup']"
100503,0,TRUE,[]
111452,0,TRUE,['skincare']
103879,4,TRUE,"['men_skincare', 'tools', 'foot', 'hair', 'fragrance', 'body']"
102732,1,TRUE,"['nail', 'body', 'foot', 'men_fragrance', 'makeup', 'skincare']"
100060,5,TRUE,"['skincare', 'makeup', 'foot', 'body', 'hair', 'men_fragrance', 'tools', 'fragrance', 'nail']"
107776,6+,TRUE,"['foot', 'skincare', 'men_skincare', 'body', 'makeup', 'fragrance', 'tools', 'nail']"
110315,6+,FALSE,"['foot', 'hand', 'hair', 'men_skincare', 'makeup', 'nail', 'men_fragrance', 'skincare', 'body']"
105489,5,TRUE,"['body', 'skincare']"
101189,6+,TRUE,[]
101308,1,TRUE,['fragrance']
104232,6+,TRUE,"['men_skincare', 'foot', 'body']"
110593,5,FALSE,"['men_fragrance', 'nail', 'body', 'skincare', 'hand', 'fragrance', 'men_skincare', 'makeup', 'foot', 'tools']"
102454,2,TRUE,[]
109056,6+,TRUE,"['foot', 'fragrance', 'makeup']"
106708,2,TRUE,"['men_fragrance', 'foot', 'hair', 'men_skincare']"
105825,4,FALSE,"['body', 'nail', 'skincare', 'men_skincare', 'men_fragrance', 'makeup', 'tools', 'hair', 'fragrance', 'hand']"
101808,6+,TRUE,"['nail', 'men_skincare', 'foot', 'tools', 'men_fragrance', 'body', 'skincare']"
109258,2,TRUE,"['skincare', 'tools', 'hand', 'nail', 'fragrance', 'body', 'makeup', 'men_skincare']"
105262,4,FALSE,"['men_fragrance', 'tools', 'foot', 'makeup', 'men_skincare', 'nail']"
111376,1,TRUE,"['tools', 'hair']"
105847,2,TRUE,"['nail', 'makeup', 'men_skincare']"
109264,0,TRUE,[]
109045,,TRUE,"['men_fragrance', 'skincare', 'nail', 'makeup']"
103720,0,FALSE,"['makeup', 'tools', 'body', 'hair', 'skincare', 'fragrance', 'foot', 'men_fragrance', 'men_skincare', 'nail']"
109631,4,TRUE,"['skincare', 'hand', 'makeup', 'men_skincare', 'hair', 'body', 'men_fragrance', 'nail']"
108204,6+,TRUE,"['nail', 'skincare', 'fragrance', 'hand', 'tools', 'body']"
102999,0,TRUE,"['makeup', 'hand', 'tools', 'foot', 'body', 'men_fragrance', 'skincare', 'hair']"
100483,2,TRUE,[]
109006,4,TRUE,"['nail', 'makeup', 'fragrance', 'hair']"
111302,2,FALSE,"['men_fragrance', 'tools', 'skincare', 'body', 'foot', 'nail', 'fragrance', 'makeup']"
106220,2,TRUE,"['hand', 'men_skincare', 'skincare', 'foot', 'hair', 'nail', 'makeup', 'body']"
111251,,TRUE,"['nail', 'fragrance', 'hand', 'body', 'men_skincare', 'foot', 'makeup', 'tools']"
102878,1,FALSE,"['fragrance', 'hand']"
107881,5,TRUE,['foot']
100595,2,TRUE,"['men_skincare', 'hand', 'tools', 'makeup', 'body', 'skincare', 'nail']"
102333,2,TRUE,['nail']
107686,5,TRUE,['body']
104074,2,TRUE,"['nail', 'skincare', 'foot', 'body', 'hand', 'fragrance']"
104046,5,TRUE,"['hair', 'fragrance', 'foot', 'body']"
111977,4,TRUE,"['makeup', 'skincare', 'tools', 'hair']"
105188,6+,TRUE,"['fragrance', 'nail', 'makeup', 'body', 'tools', 'men_skincare', 'skincare', 'hand', 'foot', 'hair']"
106328,0,TRUE,"['foot', 'hand', 'skincare', 'men_skincare', 'tools', 'body', 'makeup', 'fragrance']"
107286,6+,TRUE,[]
100985,0,TRUE,"['men_skincare', 'men_fragrance', 'nail', 'fragrance', 'hand', 'makeup', 'tools', 'hair', 'foot']"
104963,,TRUE,"['foot', 'hair', 'fragrance', 'tools', 'hand', 'nail', 'men_skincare', 'men_fragrance']"
107087,2,TRUE,"['nail', 'men_skincare', 'hair', 'tools', 'foot', 'hand', 'body', 'skincare']"
107749,2,TRUE,['men_skincare']
100809,5,FALSE,"['hand', 'makeup']"
109011,0,TRUE,"['tools', 'foot', 'makeup', 'body']"
107865,6+,TRUE,"['men_fragrance', 'skincare', 'makeup', 'hair', 'foot', 'tools', 'body']"
